Id,Labels
SA_TU_1044,Not Tulu
SA_TU_1045,Negative
SA_TU_1046,Not Tulu
SA_TU_1047,Positive
SA_TU_1048,Neutral
SA_TU_1049,Mixed
SA_TU_1050,Positive
SA_TU_1051,Positive
SA_TU_1052,Positive
SA_TU_1053,Positive
SA_TU_1054,Not Tulu
SA_TU_1055,Not Tulu
SA_TU_1056,Negative
SA_TU_1057,Positive
SA_TU_1058,Not Tulu
SA_TU_1059,Mixed
SA_TU_1060,Not Tulu
SA_TU_1061,Not Tulu
SA_TU_1062,Positive
SA_TU_1063,Negative
SA_TU_1064,Not Tulu
SA_TU_1065,Negative
SA_TU_1066,Negative
SA_TU_1067,Neutral
SA_TU_1068,Mixed
SA_TU_1069,Positive
SA_TU_1070,Mixed
SA_TU_1071,Mixed
SA_TU_1072,Neutral
SA_TU_1073,Not Tulu
SA_TU_1074,Not Tulu
SA_TU_1075,Positive
SA_TU_1076,Mixed
SA_TU_1077,Not Tulu
SA_TU_1078,Mixed
SA_TU_1079,Positive
SA_TU_1080,Neutral
SA_TU_1081,Mixed
SA_TU_1082,Not Tulu
SA_TU_1083,Not Tulu
SA_TU_1084,Neutral
SA_TU_1085,Not Tulu
SA_TU_1086,Not Tulu
SA_TU_1087,Negative
SA_TU_1088,Not Tulu
SA_TU_1089,Positive
SA_TU_1090,Neutral
SA_TU_1091,Negative
SA_TU_1092,Negative
SA_TU_1093,Not Tulu
SA_TU_1094,Not Tulu
SA_TU_1095,Positive
SA_TU_1096,Not Tulu
SA_TU_1097,Positive
SA_TU_1098,Neutral
SA_TU_1099,Neutral
SA_TU_1100,Neutral
SA_TU_1101,Positive
SA_TU_1102,Mixed
SA_TU_1103,Neutral
SA_TU_1104,Neutral
SA_TU_1105,Not Tulu
SA_TU_1106,Not Tulu
SA_TU_1107,Negative
SA_TU_1108,Not Tulu
SA_TU_1109,Positive
SA_TU_1110,Neutral
SA_TU_1111,Neutral
SA_TU_1112,Positive
SA_TU_1113,Positive
SA_TU_1114,Not Tulu
SA_TU_1115,Positive
SA_TU_1116,Negative
SA_TU_1117,Not Tulu
SA_TU_1118,Not Tulu
SA_TU_1119,Not Tulu
SA_TU_1120,Not Tulu
SA_TU_1121,Mixed
SA_TU_1122,Neutral
SA_TU_1123,Not Tulu
SA_TU_1124,Positive
SA_TU_1125,Negative
SA_TU_1126,Negative
SA_TU_1127,Mixed
SA_TU_1128,Positive
SA_TU_1129,Not Tulu
SA_TU_1130,Negative
SA_TU_1131,Mixed
SA_TU_1132,Positive
SA_TU_1133,Not Tulu
SA_TU_1134,Positive
SA_TU_1135,Mixed
SA_TU_1136,Not Tulu
SA_TU_1137,Positive
SA_TU_1138,Neutral
SA_TU_1139,Positive
SA_TU_1140,Neutral
SA_TU_1141,Positive
SA_TU_1142,Not Tulu
SA_TU_1143,Positive
SA_TU_1144,Not Tulu
SA_TU_1145,Negative
SA_TU_1146,Not Tulu
SA_TU_1147,Not Tulu
SA_TU_1148,Negative
SA_TU_1149,Negative
SA_TU_1150,Neutral
SA_TU_1151,Not Tulu
SA_TU_1152,Not Tulu
SA_TU_1153,Positive
SA_TU_1154,Negative
SA_TU_1155,Neutral
SA_TU_1156,Negative
SA_TU_1157,Positive
SA_TU_1158,Positive
SA_TU_1159,Positive
SA_TU_1160,Positive
SA_TU_1161,Neutral
SA_TU_1162,Not Tulu
SA_TU_1163,Neutral
SA_TU_1164,Positive
SA_TU_1165,Not Tulu
SA_TU_1166,Not Tulu
SA_TU_1167,Negative
SA_TU_1168,Not Tulu
SA_TU_1169,Not Tulu
SA_TU_1170,Negative
SA_TU_1171,Positive
SA_TU_1172,Not Tulu
SA_TU_1173,Not Tulu
SA_TU_1174,Not Tulu
SA_TU_1175,Negative
SA_TU_1176,Positive
SA_TU_1177,Not Tulu
SA_TU_1178,Mixed
SA_TU_1179,Not Tulu
SA_TU_1180,Not Tulu
SA_TU_1181,Positive
SA_TU_1182,Neutral
SA_TU_1183,Positive
SA_TU_1184,Negative
SA_TU_1185,Neutral
SA_TU_1186,Not Tulu
SA_TU_1187,Mixed
SA_TU_1188,Neutral
SA_TU_1189,Positive
SA_TU_1190,Positive
SA_TU_1191,Not Tulu
SA_TU_1192,Neutral
SA_TU_1193,Negative
SA_TU_1194,Positive
SA_TU_1195,Positive
SA_TU_1196,Not Tulu
SA_TU_1197,Not Tulu
SA_TU_1198,Positive
SA_TU_1199,Positive
SA_TU_1200,Positive
SA_TU_1201,Not Tulu
SA_TU_1202,Neutral
SA_TU_1203,Not Tulu
SA_TU_1204,Positive
SA_TU_1205,Not Tulu
SA_TU_1206,Neutral
SA_TU_1207,Neutral
SA_TU_1208,Positive
SA_TU_1209,Positive
SA_TU_1210,Mixed
SA_TU_1211,Not Tulu
SA_TU_1212,Neutral
SA_TU_1213,Not Tulu
SA_TU_1214,Neutral
SA_TU_1215,Negative
SA_TU_1216,Not Tulu
SA_TU_1217,Not Tulu
SA_TU_1218,Not Tulu
SA_TU_1219,Not Tulu
SA_TU_1220,Neutral
SA_TU_1221,Mixed
SA_TU_1222,Positive
SA_TU_1223,Not Tulu
SA_TU_1224,Not Tulu
SA_TU_1225,Mixed
SA_TU_1226,Positive
SA_TU_1227,Mixed
SA_TU_1228,Not Tulu
SA_TU_1229,Not Tulu
SA_TU_1230,Negative
SA_TU_1231,Not Tulu
SA_TU_1232,Not Tulu
SA_TU_1233,Neutral
SA_TU_1234,Neutral
SA_TU_1235,Not Tulu
SA_TU_1236,Mixed
SA_TU_1237,Positive
SA_TU_1238,Positive
SA_TU_1239,Not Tulu
SA_TU_1240,Not Tulu
SA_TU_1241,Not Tulu
SA_TU_1242,Neutral
SA_TU_1243,Positive
SA_TU_1244,Negative
SA_TU_1245,Negative
SA_TU_1246,Not Tulu
SA_TU_1247,Neutral
SA_TU_1248,Neutral
SA_TU_1249,Positive
SA_TU_1250,Mixed
SA_TU_1251,Not Tulu
SA_TU_1252,Negative
SA_TU_1253,Positive
SA_TU_1254,Not Tulu
SA_TU_1255,Neutral
SA_TU_1256,Not Tulu
SA_TU_1257,Positive
SA_TU_1258,Neutral
SA_TU_1259,Not Tulu
SA_TU_1260,Mixed
SA_TU_1261,Not Tulu
SA_TU_1262,Not Tulu
SA_TU_1263,Not Tulu
SA_TU_1264,Positive
SA_TU_1265,Not Tulu
SA_TU_1266,Neutral
SA_TU_1267,Not Tulu
SA_TU_1268,Mixed
SA_TU_1269,Mixed
SA_TU_1270,Positive
SA_TU_1271,Positive
SA_TU_1272,Positive
SA_TU_1273,Negative
SA_TU_1274,Not Tulu
SA_TU_1275,Neutral
SA_TU_1276,Positive
SA_TU_1277,Mixed
SA_TU_1278,Positive
SA_TU_1279,Neutral
SA_TU_1280,Positive
SA_TU_1281,Mixed
SA_TU_1282,Positive
SA_TU_1283,Positive
SA_TU_1284,Not Tulu
SA_TU_1285,Mixed
SA_TU_1286,Not Tulu
SA_TU_1287,Not Tulu
SA_TU_1288,Not Tulu
SA_TU_1289,Neutral
SA_TU_1290,Negative
SA_TU_1291,Neutral
SA_TU_1292,Not Tulu
SA_TU_1293,Not Tulu
SA_TU_1294,Positive
SA_TU_1295,Mixed
SA_TU_1296,Not Tulu
SA_TU_1297,Positive
SA_TU_1298,Not Tulu
SA_TU_1299,Positive
SA_TU_1300,Mixed
SA_TU_1301,Not Tulu
SA_TU_1302,Positive
SA_TU_1303,Neutral
SA_TU_1304,Positive
SA_TU_1305,Neutral
SA_TU_1306,Mixed
SA_TU_1307,Mixed
SA_TU_1308,Positive
SA_TU_1309,Negative
SA_TU_1310,Positive
SA_TU_1311,Positive
SA_TU_1312,Positive
SA_TU_1313,Neutral
SA_TU_1314,Positive
SA_TU_1315,Positive
SA_TU_1316,Not Tulu
SA_TU_1317,Not Tulu
SA_TU_1318,Not Tulu
SA_TU_1319,Positive
SA_TU_1320,Positive
SA_TU_1321,Positive
SA_TU_1322,Mixed
SA_TU_1323,Not Tulu
SA_TU_1324,Negative
SA_TU_1325,Positive
SA_TU_1326,Negative
SA_TU_1327,Not Tulu
SA_TU_1328,Not Tulu
SA_TU_1329,Not Tulu
SA_TU_1330,Mixed
SA_TU_1331,Positive
SA_TU_1332,Mixed
SA_TU_1333,Neutral
SA_TU_1334,Negative
SA_TU_1335,Positive
SA_TU_1336,Positive
SA_TU_1337,Mixed
SA_TU_1338,Negative
SA_TU_1339,Negative
SA_TU_1340,Not Tulu
SA_TU_1341,Neutral
SA_TU_1342,Not Tulu
SA_TU_1343,Not Tulu
SA_TU_1344,Positive
SA_TU_1345,Negative
SA_TU_1346,Negative
SA_TU_1347,Positive
SA_TU_1348,Not Tulu
SA_TU_1349,Mixed
SA_TU_1350,Neutral
SA_TU_1351,Mixed
SA_TU_1352,Negative
SA_TU_1353,Not Tulu
SA_TU_1354,Negative
SA_TU_1355,Not Tulu
SA_TU_1356,Not Tulu
SA_TU_1357,Not Tulu
SA_TU_1358,Positive
SA_TU_1359,Not Tulu
SA_TU_1360,Not Tulu
SA_TU_1361,Not Tulu
SA_TU_1362,Positive
SA_TU_1363,Neutral
SA_TU_1364,Not Tulu
SA_TU_1365,Neutral
SA_TU_1366,Mixed
SA_TU_1367,Not Tulu
SA_TU_1368,Positive
SA_TU_1369,Neutral
SA_TU_1370,Negative
SA_TU_1371,Positive
SA_TU_1372,Neutral
SA_TU_1373,Positive
SA_TU_1374,Negative
SA_TU_1375,Neutral
SA_TU_1376,Positive
SA_TU_1377,Not Tulu
SA_TU_1378,Not Tulu
SA_TU_1379,Positive
SA_TU_1380,Positive
SA_TU_1381,Positive
SA_TU_1382,Not Tulu
SA_TU_1383,Neutral
SA_TU_1384,Neutral
SA_TU_1385,Neutral
SA_TU_1386,Positive
SA_TU_1387,Neutral
SA_TU_1388,Positive
SA_TU_1389,Not Tulu
SA_TU_1390,Not Tulu
SA_TU_1391,Mixed
SA_TU_1392,Mixed
SA_TU_1393,Neutral
SA_TU_1394,Not Tulu
SA_TU_1395,Positive
SA_TU_1396,Negative
SA_TU_1397,Positive
SA_TU_1398,Not Tulu
SA_TU_1399,Mixed
SA_TU_1400,Not Tulu
SA_TU_1401,Neutral
SA_TU_1402,Not Tulu
SA_TU_1403,Positive
SA_TU_1404,Not Tulu
SA_TU_1405,Positive
SA_TU_1406,Negative
SA_TU_1407,Not Tulu
SA_TU_1408,Neutral
SA_TU_1409,Neutral
SA_TU_1410,Not Tulu
SA_TU_1411,Positive
SA_TU_1412,Not Tulu
SA_TU_1413,Positive
SA_TU_1414,Positive
SA_TU_1415,Not Tulu
SA_TU_1416,Neutral
SA_TU_1417,Not Tulu
SA_TU_1418,Negative
SA_TU_1419,Neutral
SA_TU_1420,Positive
SA_TU_1421,Neutral
SA_TU_1422,Positive
SA_TU_1423,Not Tulu
SA_TU_1424,Neutral
SA_TU_1425,Positive
SA_TU_1426,Negative
SA_TU_1427,Neutral
SA_TU_1428,Neutral
SA_TU_1429,Neutral
SA_TU_1430,Positive
SA_TU_1431,Positive
SA_TU_1432,Positive
SA_TU_1433,Not Tulu
SA_TU_1434,Positive
SA_TU_1435,Negative
SA_TU_1436,Positive
SA_TU_1437,Not Tulu
SA_TU_1438,Positive
SA_TU_1439,Positive
SA_TU_1440,Positive
SA_TU_1441,Positive
SA_TU_1442,Positive
SA_TU_1443,Not Tulu
SA_TU_1444,Negative
SA_TU_1445,Neutral
SA_TU_1446,Positive
SA_TU_1447,Not Tulu
SA_TU_1448,Not Tulu
SA_TU_1449,Not Tulu
SA_TU_1450,Neutral
SA_TU_1451,Neutral
SA_TU_1452,Not Tulu
SA_TU_1453,Not Tulu
SA_TU_1454,Positive
SA_TU_1455,Positive
SA_TU_1456,Neutral
SA_TU_1457,Positive
SA_TU_1458,Neutral
SA_TU_1459,Positive
SA_TU_1460,Mixed
SA_TU_1461,Mixed
SA_TU_1462,Positive
SA_TU_1463,Negative
SA_TU_1464,Positive
SA_TU_1465,Negative
SA_TU_1466,Neutral
SA_TU_1467,Positive
SA_TU_1468,Negative
SA_TU_1469,Neutral
SA_TU_1470,Neutral
SA_TU_1471,Not Tulu
SA_TU_1472,Positive
SA_TU_1473,Not Tulu
SA_TU_1474,Neutral
SA_TU_1475,Negative
SA_TU_1476,Mixed
SA_TU_1477,Not Tulu
SA_TU_1478,Mixed
SA_TU_1479,Neutral
