Id,Labels
SA_Ta_966,Positive
SA_Ta_967,Positive
SA_Ta_968,Positive
SA_Ta_969,Negative
SA_Ta_970,Positive
SA_Ta_971,Negative
SA_Ta_972,Mixed_feelings
SA_Ta_973,Positive
SA_Ta_974,Mixed_feelings
SA_Ta_975,Positive
SA_Ta_976,unknown_state
SA_Ta_977,unknown_state
SA_Ta_978,Positive
SA_Ta_979,unknown_state
SA_Ta_980,Mixed_feelings
SA_Ta_981,unknown_state
SA_Ta_982,Negative
SA_Ta_983,Mixed_feelings
SA_Ta_984,Mixed_feelings
SA_Ta_985,unknown_state
SA_Ta_986,unknown_state
SA_Ta_987,Mixed_feelings
SA_Ta_988,unknown_state
SA_Ta_989,unknown_state
SA_Ta_990,Positive
SA_Ta_991,Positive
SA_Ta_992,unknown_state
SA_Ta_993,Mixed_feelings
SA_Ta_994,Positive
SA_Ta_995,unknown_state
SA_Ta_996,Mixed_feelings
SA_Ta_997,Mixed_feelings
SA_Ta_998,Positive
SA_Ta_999,Positive
SA_Ta_1000,Positive
SA_Ta_1001,Mixed_feelings
SA_Ta_1002,Positive
SA_Ta_1003,Mixed_feelings
SA_Ta_1004,Positive
SA_Ta_1005,Mixed_feelings
SA_Ta_1006,Mixed_feelings
SA_Ta_1007,Mixed_feelings
SA_Ta_1008,Positive
SA_Ta_1009,Negative
SA_Ta_1010,Mixed_feelings
SA_Ta_1011,Positive
SA_Ta_1012,Mixed_feelings
SA_Ta_1013,Negative
SA_Ta_1014,Positive
SA_Ta_1015,Positive
SA_Ta_1016,Positive
SA_Ta_1017,Positive
SA_Ta_1018,Positive
SA_Ta_1019,Negative
SA_Ta_1020,unknown_state
SA_Ta_1021,unknown_state
SA_Ta_1022,Negative
SA_Ta_1023,Mixed_feelings
SA_Ta_1024,Positive
SA_Ta_1025,Positive
SA_Ta_1026,Negative
SA_Ta_1027,Positive
SA_Ta_1028,Positive
SA_Ta_1029,Negative
SA_Ta_1030,Negative
SA_Ta_1031,Positive
SA_Ta_1032,Negative
SA_Ta_1033,Positive
SA_Ta_1034,Positive
SA_Ta_1035,unknown_state
SA_Ta_1036,Mixed_feelings
SA_Ta_1037,Negative
SA_Ta_1038,Positive
SA_Ta_1039,Positive
SA_Ta_1040,Positive
SA_Ta_1041,Positive
SA_Ta_1042,Negative
SA_Ta_1043,Mixed_feelings
SA_Ta_1044,Negative
SA_Ta_1045,unknown_state
SA_Ta_1046,Positive
SA_Ta_1047,Negative
SA_Ta_1048,Mixed_feelings
SA_Ta_1049,unknown_state
SA_Ta_1050,Positive
SA_Ta_1051,Negative
SA_Ta_1052,Positive
SA_Ta_1053,Positive
SA_Ta_1054,Positive
SA_Ta_1055,Mixed_feelings
SA_Ta_1056,Positive
SA_Ta_1057,Negative
SA_Ta_1058,Positive
SA_Ta_1059,Positive
SA_Ta_1060,Positive
SA_Ta_1061,Mixed_feelings
SA_Ta_1062,Negative
SA_Ta_1063,unknown_state
SA_Ta_1064,Positive
SA_Ta_1065,Positive
SA_Ta_1066,unknown_state
SA_Ta_1067,Mixed_feelings
SA_Ta_1068,Positive
SA_Ta_1069,unknown_state
SA_Ta_1070,Negative
SA_Ta_1071,Mixed_feelings
SA_Ta_1072,Mixed_feelings
SA_Ta_1073,Positive
SA_Ta_1074,unknown_state
SA_Ta_1075,Negative
SA_Ta_1076,Positive
SA_Ta_1077,unknown_state
SA_Ta_1078,Positive
SA_Ta_1079,unknown_state
SA_Ta_1080,Positive
SA_Ta_1081,Negative
SA_Ta_1082,Positive
SA_Ta_1083,Positive
SA_Ta_1084,unknown_state
SA_Ta_1085,Positive
SA_Ta_1086,Mixed_feelings
SA_Ta_1087,Mixed_feelings
SA_Ta_1088,Positive
SA_Ta_1089,Positive
SA_Ta_1090,Mixed_feelings
SA_Ta_1091,unknown_state
SA_Ta_1092,Positive
SA_Ta_1093,unknown_state
SA_Ta_1094,Positive
SA_Ta_1095,Negative
SA_Ta_1096,unknown_state
SA_Ta_1097,Positive
SA_Ta_1098,Mixed_feelings
SA_Ta_1099,Positive
SA_Ta_1100,Mixed_feelings
SA_Ta_1101,Positive
SA_Ta_1102,Mixed_feelings
SA_Ta_1103,Mixed_feelings
SA_Ta_1104,Negative
SA_Ta_1105,Positive
SA_Ta_1106,Positive
SA_Ta_1107,Negative
SA_Ta_1108,Positive
SA_Ta_1109,Mixed_feelings
SA_Ta_1110,Positive
SA_Ta_1111,Mixed_feelings
SA_Ta_1112,Mixed_feelings
SA_Ta_1113,Negative
SA_Ta_1114,Positive
SA_Ta_1115,unknown_state
SA_Ta_1116,Mixed_feelings
SA_Ta_1117,Mixed_feelings
SA_Ta_1118,Negative
SA_Ta_1119,Positive
SA_Ta_1120,Positive
SA_Ta_1121,Mixed_feelings
SA_Ta_1122,unknown_state
SA_Ta_1123,Positive
SA_Ta_1124,Mixed_feelings
SA_Ta_1125,Negative
SA_Ta_1126,Mixed_feelings
SA_Ta_1127,Positive
SA_Ta_1128,Mixed_feelings
SA_Ta_1129,unknown_state
SA_Ta_1130,Mixed_feelings
SA_Ta_1131,unknown_state
SA_Ta_1132,unknown_state
SA_Ta_1133,unknown_state
SA_Ta_1134,Negative
SA_Ta_1135,Positive
SA_Ta_1136,Positive
SA_Ta_1137,unknown_state
SA_Ta_1138,Mixed_feelings
SA_Ta_1139,Negative
SA_Ta_1140,Negative
SA_Ta_1141,unknown_state
SA_Ta_1142,Positive
SA_Ta_1143,Positive
SA_Ta_1144,unknown_state
SA_Ta_1145,unknown_state
SA_Ta_1146,Positive
SA_Ta_1147,Positive
SA_Ta_1148,Mixed_feelings
SA_Ta_1149,Positive
SA_Ta_1150,Mixed_feelings
SA_Ta_1151,Positive
SA_Ta_1152,unknown_state
SA_Ta_1153,Negative
SA_Ta_1154,Positive
SA_Ta_1155,Mixed_feelings
SA_Ta_1156,unknown_state
SA_Ta_1157,Negative
SA_Ta_1158,Negative
SA_Ta_1159,Negative
SA_Ta_1160,unknown_state
SA_Ta_1161,Positive
SA_Ta_1162,Negative
SA_Ta_1163,Positive
SA_Ta_1164,Positive
SA_Ta_1165,Negative
SA_Ta_1166,Mixed_feelings
SA_Ta_1167,Negative
SA_Ta_1168,Negative
SA_Ta_1169,Positive
SA_Ta_1170,Positive
SA_Ta_1171,unknown_state
SA_Ta_1172,Negative
SA_Ta_1173,Mixed_feelings
SA_Ta_1174,Negative
SA_Ta_1175,Positive
SA_Ta_1176,Positive
SA_Ta_1177,Mixed_feelings
SA_Ta_1178,Positive
SA_Ta_1179,Positive
SA_Ta_1180,unknown_state
SA_Ta_1181,unknown_state
SA_Ta_1182,Positive
SA_Ta_1183,Negative
SA_Ta_1184,Mixed_feelings
SA_Ta_1185,Positive
SA_Ta_1186,Mixed_feelings
SA_Ta_1187,Positive
SA_Ta_1188,Positive
SA_Ta_1189,Positive
SA_Ta_1190,Positive
SA_Ta_1191,unknown_state
SA_Ta_1192,Positive
SA_Ta_1193,Positive
SA_Ta_1194,Mixed_feelings
SA_Ta_1195,Positive
SA_Ta_1196,Negative
SA_Ta_1197,Negative
SA_Ta_1198,Mixed_feelings
SA_Ta_1199,unknown_state
SA_Ta_1200,Positive
SA_Ta_1201,Mixed_feelings
SA_Ta_1202,Positive
SA_Ta_1203,Positive
SA_Ta_1204,unknown_state
SA_Ta_1205,Positive
SA_Ta_1206,Negative
SA_Ta_1207,unknown_state
SA_Ta_1208,Mixed_feelings
SA_Ta_1209,unknown_state
SA_Ta_1210,Positive
SA_Ta_1211,Negative
SA_Ta_1212,Negative
SA_Ta_1213,Positive
SA_Ta_1214,Negative
SA_Ta_1215,unknown_state
SA_Ta_1216,Negative
SA_Ta_1217,Positive
SA_Ta_1218,Mixed_feelings
SA_Ta_1219,Negative
SA_Ta_1220,unknown_state
SA_Ta_1221,Positive
SA_Ta_1222,Positive
SA_Ta_1223,Positive
SA_Ta_1224,Mixed_feelings
SA_Ta_1225,Mixed_feelings
SA_Ta_1226,Positive
SA_Ta_1227,Positive
SA_Ta_1228,Positive
SA_Ta_1229,unknown_state
SA_Ta_1230,Positive
SA_Ta_1231,unknown_state
SA_Ta_1232,Positive
SA_Ta_1233,Positive
SA_Ta_1234,Mixed_feelings
SA_Ta_1235,Negative
SA_Ta_1236,Positive
SA_Ta_1237,Negative
SA_Ta_1238,unknown_state
SA_Ta_1239,Positive
SA_Ta_1240,Positive
SA_Ta_1241,Positive
SA_Ta_1242,Negative
SA_Ta_1243,Mixed_feelings
SA_Ta_1244,unknown_state
SA_Ta_1245,Positive
SA_Ta_1246,Negative
SA_Ta_1247,Positive
SA_Ta_1248,Positive
SA_Ta_1249,Positive
SA_Ta_1250,Positive
SA_Ta_1251,Mixed_feelings
SA_Ta_1252,Positive
SA_Ta_1253,unknown_state
SA_Ta_1254,unknown_state
SA_Ta_1255,unknown_state
SA_Ta_1256,Positive
SA_Ta_1257,Mixed_feelings
SA_Ta_1258,Positive
SA_Ta_1259,Negative
SA_Ta_1260,Positive
SA_Ta_1261,Positive
SA_Ta_1262,Negative
SA_Ta_1263,Negative
SA_Ta_1264,Negative
SA_Ta_1265,Mixed_feelings
SA_Ta_1266,unknown_state
SA_Ta_1267,Positive
SA_Ta_1268,Positive
SA_Ta_1269,Negative
SA_Ta_1270,Positive
SA_Ta_1271,Positive
SA_Ta_1272,Positive
SA_Ta_1273,unknown_state
SA_Ta_1274,unknown_state
SA_Ta_1275,Mixed_feelings
SA_Ta_1276,Negative
SA_Ta_1277,Positive
SA_Ta_1278,Positive
SA_Ta_1279,Negative
SA_Ta_1280,Negative
SA_Ta_1281,Positive
SA_Ta_1282,Negative
SA_Ta_1283,Positive
SA_Ta_1284,Negative
SA_Ta_1285,Negative
SA_Ta_1286,Positive
SA_Ta_1287,Negative
SA_Ta_1288,unknown_state
SA_Ta_1289,Positive
SA_Ta_1290,Positive
SA_Ta_1291,Positive
SA_Ta_1292,Positive
SA_Ta_1293,Negative
SA_Ta_1294,Positive
SA_Ta_1295,Mixed_feelings
SA_Ta_1296,Positive
SA_Ta_1297,Negative
SA_Ta_1298,Mixed_feelings
SA_Ta_1299,Positive
SA_Ta_1300,Mixed_feelings
SA_Ta_1301,Positive
SA_Ta_1302,Positive
SA_Ta_1303,Positive
SA_Ta_1304,Positive
SA_Ta_1305,Positive
SA_Ta_1306,Positive
SA_Ta_1307,Mixed_feelings
SA_Ta_1308,unknown_state
SA_Ta_1309,Mixed_feelings
SA_Ta_1310,unknown_state
SA_Ta_1311,Negative
SA_Ta_1312,Negative
SA_Ta_1313,Mixed_feelings
SA_Ta_1314,Positive
SA_Ta_1315,unknown_state
SA_Ta_1316,unknown_state
SA_Ta_1317,unknown_state
SA_Ta_1318,unknown_state
SA_Ta_1319,unknown_state
SA_Ta_1320,unknown_state
SA_Ta_1321,unknown_state
SA_Ta_1322,Positive
SA_Ta_1323,Negative
SA_Ta_1324,Mixed_feelings
SA_Ta_1325,unknown_state
SA_Ta_1326,Positive
SA_Ta_1327,Positive
SA_Ta_1328,unknown_state
SA_Ta_1329,Positive
SA_Ta_1330,Positive
SA_Ta_1331,unknown_state
SA_Ta_1332,Negative
SA_Ta_1333,Positive
SA_Ta_1334,Mixed_feelings
SA_Ta_1335,unknown_state
SA_Ta_1336,Mixed_feelings
SA_Ta_1337,Negative
SA_Ta_1338,Negative
SA_Ta_1339,unknown_state
SA_Ta_1340,unknown_state
SA_Ta_1341,Positive
SA_Ta_1342,Positive
SA_Ta_1343,Negative
SA_Ta_1344,unknown_state
SA_Ta_1345,Positive
SA_Ta_1346,Mixed_feelings
SA_Ta_1347,Positive
SA_Ta_1348,Positive
SA_Ta_1349,Positive
SA_Ta_1350,Mixed_feelings
SA_Ta_1351,unknown_state
SA_Ta_1352,unknown_state
SA_Ta_1353,Positive
SA_Ta_1354,Negative
SA_Ta_1355,unknown_state
SA_Ta_1356,Mixed_feelings
SA_Ta_1357,unknown_state
SA_Ta_1358,Negative
SA_Ta_1359,Mixed_feelings
SA_Ta_1360,Positive
SA_Ta_1361,Positive
SA_Ta_1362,Mixed_feelings
SA_Ta_1363,Negative
SA_Ta_1364,Positive
SA_Ta_1365,Negative
SA_Ta_1366,Mixed_feelings
SA_Ta_1367,Positive
SA_Ta_1368,Negative
SA_Ta_1369,Negative
SA_Ta_1370,unknown_state
SA_Ta_1371,Positive
SA_Ta_1372,Negative
SA_Ta_1373,Positive
SA_Ta_1374,Positive
SA_Ta_1375,Negative
SA_Ta_1376,Negative
SA_Ta_1377,Negative
SA_Ta_1378,Positive
SA_Ta_1379,Negative
SA_Ta_1380,Mixed_feelings
SA_Ta_1381,Positive
SA_Ta_1382,Positive
SA_Ta_1383,Positive
SA_Ta_1384,Mixed_feelings
SA_Ta_1385,unknown_state
SA_Ta_1386,Mixed_feelings
SA_Ta_1387,Mixed_feelings
SA_Ta_1388,Mixed_feelings
SA_Ta_1389,unknown_state
SA_Ta_1390,Negative
SA_Ta_1391,unknown_state
SA_Ta_1392,Positive
SA_Ta_1393,Positive
SA_Ta_1394,Mixed_feelings
SA_Ta_1395,Positive
SA_Ta_1396,Positive
SA_Ta_1397,Mixed_feelings
SA_Ta_1398,unknown_state
SA_Ta_1399,Mixed_feelings
SA_Ta_1400,Negative
SA_Ta_1401,Negative
SA_Ta_1402,Mixed_feelings
SA_Ta_1403,unknown_state
SA_Ta_1404,Negative
SA_Ta_1405,Positive
SA_Ta_1406,Mixed_feelings
SA_Ta_1407,Positive
SA_Ta_1408,Positive
SA_Ta_1409,Positive
SA_Ta_1410,Positive
SA_Ta_1411,Positive
SA_Ta_1412,unknown_state
SA_Ta_1413,Positive
SA_Ta_1414,Positive
SA_Ta_1415,Negative
SA_Ta_1416,Positive
SA_Ta_1417,Positive
SA_Ta_1418,unknown_state
SA_Ta_1419,Negative
SA_Ta_1420,Positive
SA_Ta_1421,Mixed_feelings
SA_Ta_1422,Mixed_feelings
SA_Ta_1423,Negative
SA_Ta_1424,Negative
SA_Ta_1425,Positive
SA_Ta_1426,Positive
SA_Ta_1427,Positive
SA_Ta_1428,unknown_state
SA_Ta_1429,Positive
SA_Ta_1430,Positive
SA_Ta_1431,unknown_state
SA_Ta_1432,Mixed_feelings
SA_Ta_1433,Positive
SA_Ta_1434,Mixed_feelings
SA_Ta_1435,Positive
SA_Ta_1436,Mixed_feelings
SA_Ta_1437,Positive
SA_Ta_1438,Mixed_feelings
SA_Ta_1439,Negative
SA_Ta_1440,Positive
SA_Ta_1441,Positive
SA_Ta_1442,Mixed_feelings
SA_Ta_1443,Positive
SA_Ta_1444,Positive
SA_Ta_1445,Positive
SA_Ta_1446,Mixed_feelings
SA_Ta_1447,Positive
SA_Ta_1448,unknown_state
SA_Ta_1449,Negative
SA_Ta_1450,Positive
SA_Ta_1451,Positive
SA_Ta_1452,Positive
SA_Ta_1453,Positive
SA_Ta_1454,Mixed_feelings
SA_Ta_1455,Negative
SA_Ta_1456,Positive
SA_Ta_1457,unknown_state
SA_Ta_1458,unknown_state
SA_Ta_1459,Positive
SA_Ta_1460,unknown_state
SA_Ta_1461,Positive
SA_Ta_1462,unknown_state
SA_Ta_1463,unknown_state
SA_Ta_1464,unknown_state
SA_Ta_1465,unknown_state
SA_Ta_1466,Mixed_feelings
SA_Ta_1467,unknown_state
SA_Ta_1468,Mixed_feelings
SA_Ta_1469,Negative
SA_Ta_1470,Positive
SA_Ta_1471,Positive
SA_Ta_1472,Positive
SA_Ta_1473,Positive
SA_Ta_1474,Mixed_feelings
SA_Ta_1475,Negative
SA_Ta_1476,unknown_state
SA_Ta_1477,Negative
SA_Ta_1478,Mixed_feelings
SA_Ta_1479,Mixed_feelings
SA_Ta_1480,Positive
SA_Ta_1481,unknown_state
SA_Ta_1482,Mixed_feelings
SA_Ta_1483,unknown_state
SA_Ta_1484,Negative
SA_Ta_1485,unknown_state
SA_Ta_1486,Mixed_feelings
SA_Ta_1487,Negative
SA_Ta_1488,Mixed_feelings
SA_Ta_1489,Positive
SA_Ta_1490,Positive
SA_Ta_1491,Negative
SA_Ta_1492,Negative
SA_Ta_1493,Mixed_feelings
SA_Ta_1494,Positive
SA_Ta_1495,Positive
SA_Ta_1496,Positive
SA_Ta_1497,Mixed_feelings
SA_Ta_1498,Positive
SA_Ta_1499,Mixed_feelings
SA_Ta_1500,unknown_state
SA_Ta_1501,Positive
SA_Ta_1502,Positive
SA_Ta_1503,unknown_state
SA_Ta_1504,Positive
SA_Ta_1505,Negative
SA_Ta_1506,Positive
SA_Ta_1507,Mixed_feelings
SA_Ta_1508,Positive
SA_Ta_1509,unknown_state
SA_Ta_1510,Negative
SA_Ta_1511,Mixed_feelings
SA_Ta_1512,Positive
SA_Ta_1513,Positive
SA_Ta_1514,Positive
SA_Ta_1515,Positive
SA_Ta_1516,Positive
SA_Ta_1517,Positive
SA_Ta_1518,Positive
SA_Ta_1519,Negative
SA_Ta_1520,Negative
SA_Ta_1521,Mixed_feelings
SA_Ta_1522,Positive
SA_Ta_1523,Negative
SA_Ta_1524,Positive
SA_Ta_1525,Positive
SA_Ta_1526,unknown_state
SA_Ta_1527,Positive
SA_Ta_1528,unknown_state
SA_Ta_1529,unknown_state
SA_Ta_1530,Positive
SA_Ta_1531,Negative
SA_Ta_1532,Positive
SA_Ta_1533,Positive
SA_Ta_1534,unknown_state
SA_Ta_1535,Positive
SA_Ta_1536,Positive
SA_Ta_1537,Mixed_feelings
SA_Ta_1538,Positive
SA_Ta_1539,Mixed_feelings
SA_Ta_1540,Positive
SA_Ta_1541,Positive
SA_Ta_1542,Mixed_feelings
SA_Ta_1543,Mixed_feelings
SA_Ta_1544,Negative
SA_Ta_1545,Mixed_feelings
SA_Ta_1546,Mixed_feelings
SA_Ta_1547,Negative
SA_Ta_1548,unknown_state
SA_Ta_1549,Positive
SA_Ta_1550,Mixed_feelings
SA_Ta_1551,Negative
SA_Ta_1552,Mixed_feelings
SA_Ta_1553,Mixed_feelings
SA_Ta_1554,Positive
SA_Ta_1555,unknown_state
SA_Ta_1556,Positive
SA_Ta_1557,Mixed_feelings
SA_Ta_1558,Positive
SA_Ta_1559,unknown_state
SA_Ta_1560,Mixed_feelings
SA_Ta_1561,Positive
SA_Ta_1562,Negative
SA_Ta_1563,Mixed_feelings
SA_Ta_1564,Positive
SA_Ta_1565,Positive
SA_Ta_1566,Mixed_feelings
SA_Ta_1567,unknown_state
SA_Ta_1568,Negative
SA_Ta_1569,Positive
SA_Ta_1570,unknown_state
SA_Ta_1571,Positive
SA_Ta_1572,Negative
SA_Ta_1573,Positive
SA_Ta_1574,Positive
SA_Ta_1575,Negative
SA_Ta_1576,unknown_state
SA_Ta_1577,Mixed_feelings
SA_Ta_1578,Negative
SA_Ta_1579,Positive
SA_Ta_1580,Positive
SA_Ta_1581,Negative
SA_Ta_1582,Negative
SA_Ta_1583,Mixed_feelings
SA_Ta_1584,Mixed_feelings
SA_Ta_1585,Negative
SA_Ta_1586,Positive
SA_Ta_1587,Positive
SA_Ta_1588,Positive
SA_Ta_1589,Positive
SA_Ta_1590,Negative
SA_Ta_1591,Negative
SA_Ta_1592,Positive
SA_Ta_1593,Mixed_feelings
SA_Ta_1594,unknown_state
SA_Ta_1595,Mixed_feelings
SA_Ta_1596,Mixed_feelings
SA_Ta_1597,Mixed_feelings
SA_Ta_1598,Positive
SA_Ta_1599,Mixed_feelings
SA_Ta_1600,Negative
SA_Ta_1601,Mixed_feelings
SA_Ta_1602,Positive
SA_Ta_1603,Positive
SA_Ta_1604,Negative
SA_Ta_1605,Negative
SA_Ta_1606,Negative
SA_Ta_1607,Mixed_feelings
SA_Ta_1608,unknown_state
SA_Ta_1609,unknown_state
SA_Ta_1610,Positive
SA_Ta_1611,unknown_state
SA_Ta_1612,Positive
SA_Ta_1613,unknown_state
SA_Ta_1614,Positive
SA_Ta_1615,Mixed_feelings
SA_Ta_1616,unknown_state
SA_Ta_1617,Positive
SA_Ta_1618,unknown_state
SA_Ta_1619,Positive
SA_Ta_1620,Positive
SA_Ta_1621,Mixed_feelings
SA_Ta_1622,Negative
SA_Ta_1623,Positive
SA_Ta_1624,Negative
SA_Ta_1625,unknown_state
SA_Ta_1626,Mixed_feelings
SA_Ta_1627,Mixed_feelings
SA_Ta_1628,Negative
SA_Ta_1629,unknown_state
SA_Ta_1630,Negative
SA_Ta_1631,Negative
SA_Ta_1632,Positive
SA_Ta_1633,Positive
SA_Ta_1634,unknown_state
SA_Ta_1635,unknown_state
SA_Ta_1636,Positive
SA_Ta_1637,unknown_state
SA_Ta_1638,Positive
SA_Ta_1639,unknown_state
SA_Ta_1640,Mixed_feelings
SA_Ta_1641,Negative
SA_Ta_1642,Positive
SA_Ta_1643,Mixed_feelings
SA_Ta_1644,unknown_state
SA_Ta_1645,unknown_state
SA_Ta_1646,unknown_state
SA_Ta_1647,Positive
SA_Ta_1648,Positive
SA_Ta_1649,unknown_state
SA_Ta_1650,unknown_state
SA_Ta_1651,Positive
SA_Ta_1652,Negative
SA_Ta_1653,Mixed_feelings
SA_Ta_1654,Mixed_feelings
SA_Ta_1655,Mixed_feelings
SA_Ta_1656,Positive
SA_Ta_1657,Positive
SA_Ta_1658,unknown_state
SA_Ta_1659,unknown_state
SA_Ta_1660,unknown_state
SA_Ta_1661,unknown_state
SA_Ta_1662,Negative
SA_Ta_1663,Negative
SA_Ta_1664,Mixed_feelings
SA_Ta_1665,Negative
SA_Ta_1666,unknown_state
SA_Ta_1667,Positive
SA_Ta_1668,Positive
SA_Ta_1669,Negative
SA_Ta_1670,Mixed_feelings
SA_Ta_1671,Mixed_feelings
SA_Ta_1672,Positive
SA_Ta_1673,Positive
SA_Ta_1674,unknown_state
SA_Ta_1675,Negative
SA_Ta_1676,Positive
SA_Ta_1677,Mixed_feelings
SA_Ta_1678,Negative
SA_Ta_1679,Positive
SA_Ta_1680,Negative
SA_Ta_1681,unknown_state
SA_Ta_1682,Positive
SA_Ta_1683,Positive
SA_Ta_1684,Positive
SA_Ta_1685,Mixed_feelings
SA_Ta_1686,Positive
SA_Ta_1687,Positive
SA_Ta_1688,Positive
SA_Ta_1689,Mixed_feelings
SA_Ta_1690,Negative
SA_Ta_1691,Negative
SA_Ta_1692,unknown_state
SA_Ta_1693,Mixed_feelings
SA_Ta_1694,Positive
SA_Ta_1695,Mixed_feelings
SA_Ta_1696,unknown_state
SA_Ta_1697,Positive
SA_Ta_1698,Positive
SA_Ta_1699,unknown_state
SA_Ta_1700,unknown_state
SA_Ta_1701,Mixed_feelings
SA_Ta_1702,Negative
SA_Ta_1703,Negative
SA_Ta_1704,Mixed_feelings
SA_Ta_1705,Positive
SA_Ta_1706,Mixed_feelings
SA_Ta_1707,Negative
SA_Ta_1708,Negative
SA_Ta_1709,Positive
SA_Ta_1710,Positive
SA_Ta_1711,Negative
SA_Ta_1712,Negative
SA_Ta_1713,Positive
SA_Ta_1714,Positive
SA_Ta_1715,Positive
SA_Ta_1716,Negative
SA_Ta_1717,Mixed_feelings
SA_Ta_1718,unknown_state
SA_Ta_1719,Mixed_feelings
SA_Ta_1720,Positive
SA_Ta_1721,Negative
SA_Ta_1722,Negative
SA_Ta_1723,Mixed_feelings
SA_Ta_1724,Positive
SA_Ta_1725,Positive
SA_Ta_1726,Positive
SA_Ta_1727,Mixed_feelings
SA_Ta_1728,unknown_state
SA_Ta_1729,Positive
SA_Ta_1730,unknown_state
SA_Ta_1731,Positive
SA_Ta_1732,Positive
SA_Ta_1733,unknown_state
SA_Ta_1734,Positive
SA_Ta_1735,Mixed_feelings
SA_Ta_1736,Mixed_feelings
SA_Ta_1737,Negative
SA_Ta_1738,unknown_state
SA_Ta_1739,Positive
SA_Ta_1740,Negative
SA_Ta_1741,Negative
SA_Ta_1742,Positive
SA_Ta_1743,Positive
SA_Ta_1744,unknown_state
SA_Ta_1745,Positive
SA_Ta_1746,unknown_state
SA_Ta_1747,unknown_state
SA_Ta_1748,Positive
SA_Ta_1749,Negative
SA_Ta_1750,Positive
SA_Ta_1751,Negative
SA_Ta_1752,Mixed_feelings
SA_Ta_1753,Negative
SA_Ta_1754,Mixed_feelings
SA_Ta_1755,Positive
SA_Ta_1756,unknown_state
SA_Ta_1757,Mixed_feelings
SA_Ta_1758,unknown_state
SA_Ta_1759,unknown_state
SA_Ta_1760,Negative
SA_Ta_1761,Positive
SA_Ta_1762,Positive
SA_Ta_1763,unknown_state
SA_Ta_1764,Positive
SA_Ta_1765,unknown_state
SA_Ta_1766,Mixed_feelings
SA_Ta_1767,Positive
SA_Ta_1768,Negative
SA_Ta_1769,Positive
SA_Ta_1770,Positive
SA_Ta_1771,Mixed_feelings
SA_Ta_1772,unknown_state
SA_Ta_1773,Positive
SA_Ta_1774,Negative
SA_Ta_1775,Positive
SA_Ta_1776,unknown_state
SA_Ta_1777,Mixed_feelings
SA_Ta_1778,Positive
SA_Ta_1779,unknown_state
SA_Ta_1780,Positive
SA_Ta_1781,Negative
SA_Ta_1782,Mixed_feelings
SA_Ta_1783,Negative
SA_Ta_1784,Positive
SA_Ta_1785,unknown_state
SA_Ta_1786,Negative
SA_Ta_1787,Mixed_feelings
SA_Ta_1788,Mixed_feelings
SA_Ta_1789,unknown_state
SA_Ta_1790,Positive
SA_Ta_1791,unknown_state
SA_Ta_1792,Positive
SA_Ta_1793,Positive
SA_Ta_1794,Negative
SA_Ta_1795,unknown_state
SA_Ta_1796,Positive
SA_Ta_1797,Positive
SA_Ta_1798,Positive
SA_Ta_1799,Positive
SA_Ta_1800,Positive
SA_Ta_1801,Mixed_feelings
SA_Ta_1802,Mixed_feelings
SA_Ta_1803,unknown_state
SA_Ta_1804,Negative
SA_Ta_1805,unknown_state
SA_Ta_1806,Positive
SA_Ta_1807,Positive
SA_Ta_1808,Positive
SA_Ta_1809,Negative
SA_Ta_1810,Mixed_feelings
SA_Ta_1811,Mixed_feelings
SA_Ta_1812,unknown_state
SA_Ta_1813,Mixed_feelings
SA_Ta_1814,unknown_state
SA_Ta_1815,Positive
SA_Ta_1816,Positive
SA_Ta_1817,Positive
SA_Ta_1818,Mixed_feelings
SA_Ta_1819,unknown_state
SA_Ta_1820,unknown_state
SA_Ta_1821,Positive
SA_Ta_1822,Negative
SA_Ta_1823,unknown_state
SA_Ta_1824,Positive
SA_Ta_1825,unknown_state
SA_Ta_1826,Positive
SA_Ta_1827,Negative
SA_Ta_1828,unknown_state
SA_Ta_1829,Positive
SA_Ta_1830,Negative
SA_Ta_1831,Positive
SA_Ta_1832,Positive
SA_Ta_1833,Negative
SA_Ta_1834,unknown_state
SA_Ta_1835,Positive
SA_Ta_1836,unknown_state
SA_Ta_1837,Negative
SA_Ta_1838,Positive
SA_Ta_1839,Mixed_feelings
SA_Ta_1840,Positive
SA_Ta_1841,Negative
SA_Ta_1842,Positive
SA_Ta_1843,Positive
SA_Ta_1844,Positive
SA_Ta_1845,unknown_state
SA_Ta_1846,Positive
SA_Ta_1847,Positive
SA_Ta_1848,Mixed_feelings
SA_Ta_1849,Negative
SA_Ta_1850,unknown_state
SA_Ta_1851,unknown_state
SA_Ta_1852,Positive
SA_Ta_1853,Mixed_feelings
SA_Ta_1854,Mixed_feelings
SA_Ta_1855,Positive
SA_Ta_1856,Positive
SA_Ta_1857,Negative
SA_Ta_1858,Positive
SA_Ta_1859,Mixed_feelings
SA_Ta_1860,Positive
SA_Ta_1861,Negative
SA_Ta_1862,unknown_state
SA_Ta_1863,Positive
SA_Ta_1864,Negative
SA_Ta_1865,Mixed_feelings
SA_Ta_1866,Negative
SA_Ta_1867,Positive
SA_Ta_1868,Negative
SA_Ta_1869,Positive
SA_Ta_1870,Positive
SA_Ta_1871,unknown_state
SA_Ta_1872,unknown_state
SA_Ta_1873,Mixed_feelings
SA_Ta_1874,Negative
SA_Ta_1875,Negative
